REF_AREA_NAME;INDICATOR_NAME;UNIT_MEASURE_NAME;TIME_PERIOD;OBS_VALUE
Kazakhstan;Unemployment rate, Percent of total labor force;Percentage of labor force;1993;
Kenya;Unemployment rate, Percent of total labor force;Percentage of labor force;1993;
Kiribati;Unemployment rate, Percent of total labor force;Percentage of labor force;1993;
Korea, Rep.;Unemployment rate, Percent of total labor force;Percentage of labor force;1993;2.9
Kosovo;Unemployment rate, Percent of total labor force;Percentage of labor force;1993;
Kuwait;Unemployment rate, Percent of total labor force;Percentage of labor force;1993;
Kyrgyz Republic;Unemployment rate, Percent of total labor force;Percentage of labor force;1993;
Lao PDR;Unemployment rate, Percent of total labor force;Percentage of labor force;1993;
Latvia;Unemployment rate, Percent of total labor force;Percentage of labor force;1993;6.951
Lebanon;Unemployment rate, Percent of total labor force;Percentage of labor force;1993;
Lesotho;Unemployment rate, Percent of total labor force;Percentage of labor force;1993;
Liberia;Unemployment rate, Percent of total labor force;Percentage of labor force;1993;
Libya;Unemployment rate, Percent of total labor force;Percentage of labor force;1993;
Lithuania;Unemployment rate, Percent of total labor force;Percentage of labor force;1993;
Luxembourg;Unemployment rate, Percent of total labor force;Percentage of labor force;1993;2.105
Macao SAR, China;Unemployment rate, Percent of total labor force;Percentage of labor force;1993;
Madagascar;Unemployment rate, Percent of total labor force;Percentage of labor force;1993;
Malawi;Unemployment rate, Percent of total labor force;Percentage of labor force;1993;
Malaysia;Unemployment rate, Percent of total labor force;Percentage of labor force;1993;3.026
Maldives;Unemployment rate, Percent of total labor force;Percentage of labor force;1993;
Mali;Unemployment rate, Percent of total labor force;Percentage of labor force;1993;
Malta;Unemployment rate, Percent of total labor force;Percentage of labor force;1993;5.4
Marshall Islands;Unemployment rate, Percent of total labor force;Percentage of labor force;1993;
Mauritania;Unemployment rate, Percent of total labor force;Percentage of labor force;1993;
Mauritius;Unemployment rate, Percent of total labor force;Percentage of labor force;1993;3.939
Mexico;Unemployment rate, Percent of total labor force;Percentage of labor force;1993;3.43
Micronesia, Fed. Sts.;Unemployment rate, Percent of total labor force;Percentage of labor force;1993;
Moldova;Unemployment rate, Percent of total labor force;Percentage of labor force;1993;2.899
Mongolia;Unemployment rate, Percent of total labor force;Percentage of labor force;1993;
Montenegro;Unemployment rate, Percent of total labor force;Percentage of labor force;1993;
Morocco;Unemployment rate, Percent of total labor force;Percentage of labor force;1993;
Mozambique;Unemployment rate, Percent of total labor force;Percentage of labor force;1993;
Myanmar;Unemployment rate, Percent of total labor force;Percentage of labor force;1993;
Namibia;Unemployment rate, Percent of total labor force;Percentage of labor force;1993;
Nauru;Unemployment rate, Percent of total labor force;Percentage of labor force;1993;
Nepal;Unemployment rate, Percent of total labor force;Percentage of labor force;1993;
Netherlands;Unemployment rate, Percent of total labor force;Percentage of labor force;1993;5.53
New Zealand;Unemployment rate, Percent of total labor force;Percentage of labor force;1993;9.8
Nicaragua;Unemployment rate, Percent of total labor force;Percentage of labor force;1993;15.0
Niger;Unemployment rate, Percent of total labor force;Percentage of labor force;1993;
Nigeria;Unemployment rate, Percent of total labor force;Percentage of labor force;1993;
North Macedonia;Unemployment rate, Percent of total labor force;Percentage of labor force;1993;
Norway;Unemployment rate, Percent of total labor force;Percentage of labor force;1993;5.948
Oman;Unemployment rate, Percent of total labor force;Percentage of labor force;1993;
Pakistan;Unemployment rate, Percent of total labor force;Percentage of labor force;1993;4.73
Palau;Unemployment rate, Percent of total labor force;Percentage of labor force;1993;
Panama;Unemployment rate, Percent of total labor force;Percentage of labor force;1993;13.262
Papua New Guinea;Unemployment rate, Percent of total labor force;Percentage of labor force;1993;
Paraguay;Unemployment rate, Percent of total labor force;Percentage of labor force;1993;5.1
Peru;Unemployment rate, Percent of total labor force;Percentage of labor force;1993;9.9
Philippines;Unemployment rate, Percent of total labor force;Percentage of labor force;1993;9.275
Poland;Unemployment rate, Percent of total labor force;Percentage of labor force;1993;16.4
Portugal;Unemployment rate, Percent of total labor force;Percentage of labor force;1993;5.127
Puerto Rico;Unemployment rate, Percent of total labor force;Percentage of labor force;1993;17.0
Qatar;Unemployment rate, Percent of total labor force;Percentage of labor force;1993;
Romania;Unemployment rate, Percent of total labor force;Percentage of labor force;1993;9.206
Russian Federation;Unemployment rate, Percent of total labor force;Percentage of labor force;1993;5.9
Rwanda;Unemployment rate, Percent of total labor force;Percentage of labor force;1993;
Samoa;Unemployment rate, Percent of total labor force;Percentage of labor force;1993;
San Marino;Unemployment rate, Percent of total labor force;Percentage of labor force;1993;
Sao Tome and Principe;Unemployment rate, Percent of total labor force;Percentage of labor force;1993;14.944
Saudi Arabia;Unemployment rate, Percent of total labor force;Percentage of labor force;1993;
Senegal;Unemployment rate, Percent of total labor force;Percentage of labor force;1993;
Serbia;Unemployment rate, Percent of total labor force;Percentage of labor force;1993;
Seychelles;Unemployment rate, Percent of total labor force;Percentage of labor force;1993;
Sierra Leone;Unemployment rate, Percent of total labor force;Percentage of labor force;1993;
Singapore;Unemployment rate, Percent of total labor force;Percentage of labor force;1993;1.7
Slovak Republic;Unemployment rate, Percent of total labor force;Percentage of labor force;1993;12.7
Slovenia;Unemployment rate, Percent of total labor force;Percentage of labor force;1993;8.591
Solomon Islands;Unemployment rate, Percent of total labor force;Percentage of labor force;1993;
Somalia;Unemployment rate, Percent of total labor force;Percentage of labor force;1993;
South Africa;Unemployment rate, Percent of total labor force;Percentage of labor force;1993;22.163
South Sudan;Unemployment rate, Percent of total labor force;Percentage of labor force;1993;
Spain;Unemployment rate, Percent of total labor force;Percentage of labor force;1993;22.64
Sri Lanka;Unemployment rate, Percent of total labor force;Percentage of labor force;1993;13.777
St. Kitts and Nevis;Unemployment rate, Percent of total labor force;Percentage of labor force;1993;
St. Lucia;Unemployment rate, Percent of total labor force;Percentage of labor force;1993;
St. Vincent and the Grenadines;Unemployment rate, Percent of total labor force;Percentage of labor force;1993;
Sudan;Unemployment rate, Percent of total labor force;Percentage of labor force;1993;15.757
Suriname;Unemployment rate, Percent of total labor force;Percentage of labor force;1993;
Sweden;Unemployment rate, Percent of total labor force;Percentage of labor force;1993;11.15
Switzerland;Unemployment rate, Percent of total labor force;Percentage of labor force;1993;4.504
Syrian Arab Republic;Unemployment rate, Percent of total labor force;Percentage of labor force;1993;
Taiwan, China;Unemployment rate, Percent of total labor force;Percentage of labor force;1993;1.45
Tajikistan;Unemployment rate, Percent of total labor force;Percentage of labor force;1993;
Tanzania;Unemployment rate, Percent of total labor force;Percentage of labor force;1993;
Thailand;Unemployment rate, Percent of total labor force;Percentage of labor force;1993;2.6
Timor-Leste;Unemployment rate, Percent of total labor force;Percentage of labor force;1993;
Togo;Unemployment rate, Percent of total labor force;Percentage of labor force;1993;
Tonga;Unemployment rate, Percent of total labor force;Percentage of labor force;1993;
Trinidad and Tobago;Unemployment rate, Percent of total labor force;Percentage of labor force;1993;
Tunisia;Unemployment rate, Percent of total labor force;Percentage of labor force;1993;16.272
Turkiye;Unemployment rate, Percent of total labor force;Percentage of labor force;1993;8.368
Turkmenistan;Unemployment rate, Percent of total labor force;Percentage of labor force;1993;
Tuvalu;Unemployment rate, Percent of total labor force;Percentage of labor force;1993;
Uganda;Unemployment rate, Percent of total labor force;Percentage of labor force;1993;
Ukraine;Unemployment rate, Percent of total labor force;Percentage of labor force;1993;
United Arab Emirates;Unemployment rate, Percent of total labor force;Percentage of labor force;1993;
United Kingdom;Unemployment rate, Percent of total labor force;Percentage of labor force;1993;10.375
United States;Unemployment rate, Percent of total labor force;Percentage of labor force;1993;6.908
Uruguay;Unemployment rate, Percent of total labor force;Percentage of labor force;1993;8.3
Uzbekistan;Unemployment rate, Percent of total labor force;Percentage of labor force;1993;
Vanuatu;Unemployment rate, Percent of total labor force;Percentage of labor force;1993;
Venezuela, RB;Unemployment rate, Percent of total labor force;Percentage of labor force;1993;
Viet Nam;Unemployment rate, Percent of total labor force;Percentage of labor force;1993;10.6
West Bank and Gaza;Unemployment rate, Percent of total labor force;Percentage of labor force;1993;18.6
Yemen, Rep.;Unemployment rate, Percent of total labor force;Percentage of labor force;1993;
Zambia;Unemployment rate, Percent of total labor force;Percentage of labor force;1993;
Zimbabwe;Unemployment rate, Percent of total labor force;Percentage of labor force;1993;
Afghanistan;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;
Albania;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;26.5
Algeria;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;21.368
Andorra;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;
Angola;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;
Antigua and Barbuda;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;
Argentina;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;7.112
Armenia;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;
Aruba;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;6.428
Australia;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;10.755
Austria;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;3.29
Azerbaijan;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;
Bahamas, The;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;14.8
Bahrain;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;
Bangladesh;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;
Barbados;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;22.915
Belarus;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;
Belgium;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;7.092
Belize;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;12.0
Benin;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;
Bhutan;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;
Bolivia;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;
Bosnia and Herzegovina;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;
Botswana;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;
Brazil;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;6.42
Brunei Darussalam;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;
Bulgaria;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;13.24
Burkina Faso;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;
Burundi;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;
Cabo Verde;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;26.0
Cambodia;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;
Cameroon;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;
Canada;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;11.217
Central African Republic;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;
Chad;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;
Chile;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;6.7
China;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;
Colombia;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;5.935
Comoros;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;
Congo, Dem. Rep.;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;
Congo, Rep.;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;
Costa Rica;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;4.1
Cote d'Ivoire;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;
Croatia;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;15.253
Cyprus;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;1.825
Czechia;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;
Denmark;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;8.608
Djibouti;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;
Dominica;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;
Dominican Republic;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;9.537
Ecuador;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;8.9
Egypt, Arab Rep.;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;8.952
El Salvador;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;9.3
Equatorial Guinea;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;
Eritrea;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;
Estonia;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;
Eswatini;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;
Ethiopia;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;
Fiji;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;6.895
Finland;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;11.8
France;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;9.442
Gabon;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;
Gambia, The;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;
Georgia;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;
Germany;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;6.592
Ghana;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;
Greece;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;8.7
Grenada;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;
Guatemala;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;
Guinea;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;
Guinea-Bissau;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;
Guyana;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;
Haiti;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;
Honduras;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;3.06
Hong Kong SAR, China;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;1.959
Hungary;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;9.303
Iceland;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;4.665
India;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;
Indonesia;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;2.79
Iran, Islamic Rep.;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;10.0
Iraq;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;
Ireland;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;16.3
Israel;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;11.155
Italy;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;8.808
Jamaica;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;15.7
Japan;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;2.15
Jordan;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;17.6
Kazakhstan;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;
Kenya;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;
Kiribati;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;
Korea, Rep.;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;2.525
Kosovo;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;
Kuwait;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;
Kyrgyz Republic;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;
Lao PDR;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;
Latvia;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;3.178
Lebanon;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;
Lesotho;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;
Liberia;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;
Libya;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;
Lithuania;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;
Luxembourg;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;1.634
Macao SAR, China;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;
Madagascar;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;
Malawi;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;
Malaysia;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;3.718
Maldives;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;
Mali;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;
Malta;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;4.9
Marshall Islands;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;
Mauritania;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;
Mauritius;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;3.342
Mexico;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;2.83
Micronesia, Fed. Sts.;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;
Moldova;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;
Mongolia;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;
Montenegro;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;
Morocco;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;
Mozambique;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;
Myanmar;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;
Namibia;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;
Nauru;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;
Nepal;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;
Netherlands;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;4.865
New Zealand;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;10.675
Nicaragua;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;14.4
Niger;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;
Nigeria;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;
North Macedonia;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;
Norway;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;5.915
Oman;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;
Pakistan;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;5.85
Palau;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;
Panama;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;14.674
Papua New Guinea;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;
Paraguay;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;5.3
Peru;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;9.4
Philippines;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;9.8
Poland;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;13.6
Portugal;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;3.86
Puerto Rico;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;16.7
Qatar;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;
Romania;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;5.441
Russian Federation;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;5.2
Rwanda;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;
Samoa;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;
San Marino;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;
Sao Tome and Principe;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;15.564
Saudi Arabia;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;
Senegal;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;
Serbia;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;
Seychelles;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;
Sierra Leone;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;
Singapore;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;1.8
Slovak Republic;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;
Slovenia;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;7.836
Solomon Islands;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;
Somalia;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;
South Africa;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;21.213
South Sudan;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;
Spain;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;18.353
Sri Lanka;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;14.566
St. Kitts and Nevis;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;
St. Lucia;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;
St. Vincent and the Grenadines;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;
Sudan;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;15.409
Suriname;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;
Sweden;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;7.1
Switzerland;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;2.549
Syrian Arab Republic;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;
Taiwan, China;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;1.51
Tajikistan;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;
Tanzania;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;
Thailand;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;2.8
Timor-Leste;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;
Togo;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;
Tonga;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;
Trinidad and Tobago;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;
Tunisia;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;16.247
Turkiye;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;7.944
Turkmenistan;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;
Tuvalu;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;
Uganda;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;
Ukraine;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;
United Arab Emirates;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;
United Kingdom;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;9.95
United States;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;7.492
Uruguay;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;9.0
Uzbekistan;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;
Vanuatu;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;
Venezuela, RB;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;
Viet Nam;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;11.0
West Bank and Gaza;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;
Yemen, Rep.;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;
Zambia;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;
Zimbabwe;Unemployment rate, Percent of total labor force;Percentage of labor force;1992;
Afghanistan;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;
Albania;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;8.9
Algeria;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;20.263
Andorra;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;
Angola;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;
Antigua and Barbuda;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;
Argentina;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;6.48
Armenia;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;
Aruba;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;6.078
Australia;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;9.606
Austria;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;3.151
Azerbaijan;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;
Bahamas, The;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;12.3
Bahrain;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;
Bangladesh;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;
Barbados;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;17.236
Belarus;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;
Belgium;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;6.45
Belize;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;14.0
Benin;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;
Bhutan;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;
Bolivia;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;
Bosnia and Herzegovina;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;
Botswana;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;
Brazil;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;6.366
Brunei Darussalam;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;
Bulgaria;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;6.78
Burkina Faso;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;
Burundi;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;
Cabo Verde;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;25.827
Cambodia;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;
Cameroon;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;
Canada;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;10.317
Central African Republic;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;
Chad;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;
Chile;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;8.217
China;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;
Colombia;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;6.377
Comoros;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;
Congo, Dem. Rep.;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;
Congo, Rep.;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;
Costa Rica;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;5.5
Cote d'Ivoire;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;
Croatia;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;13.159
Cyprus;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;3.0
Czechia;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;
Denmark;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;7.867
Djibouti;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;
Dominica;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;
Dominican Republic;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;9.237
Ecuador;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;8.5
Egypt, Arab Rep.;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;8.791
El Salvador;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;8.7
Equatorial Guinea;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;
Eritrea;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;
Estonia;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;
Eswatini;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;
Ethiopia;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;
Fiji;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;7.534
Finland;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;6.7
France;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;8.617
Gabon;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;
Gambia, The;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;
Georgia;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;
Germany;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;5.47
Ghana;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;
Greece;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;7.7
